accountnumber,alcoholrecipienttype,altemail,altname,altphone,balancesearch,billingratecard,buyingreason,buyingtimeframe,campaignevent,category,comments,companyname,consolbalancesearch,consoldaysoverduesearch,consoldepositbalancesearch,consoloverduebalancesearch,consolunbilledorderssearch,contact,convertedtocontact,convertedtocustomer,creditholdoverride,creditlimit,cseg_bb_sales_chann,currency,custentity1,custentity_2663_customer_refund,custentity_2663_direct_debit,custentity_2663_email_address_notif,custentity_9572_custref_file_format,custentity_9572_dd_file_format,custentity_9572_ddcust_entitybank_sub,custentity_9572_ddcust_entitybnkformat,custentity_9572_refcust_entitybnkformat,custentity_9572_refundcust_entitybnk_sub,custentity_9997_dd_file_format,custentity_auto_bill_customer,custentity_bb_edi_customer,custentity_bb_sps_routing_key,custentity_bb_sps_vendor_no,custentity_bdc_customer_name,custentity_bdc_lastupdatedbyimport,custentity_bdc_shortname,custentity_bdc_sync_exclude,custentity_ccc_accrual_retail_mkt,custentity_ccc_acctmgr,custentity_ccc_auto_email_approved_inv,custentity_ccc_auto_gen_batch_prnt_label,custentity_ccc_auto_generate_po_ack,custentity_ccc_collections_rep,custentity_ccc_cust_class_sales_chan,custentity_ccc_customerid_to_sps,custentity_ccc_ehub_api_key,custentity_ccc_ehub_charge_for_shipping,custentity_ccc_ehub_ret_addr_1,custentity_ccc_ehub_ret_addr_2,custentity_ccc_ehub_ret_city,custentity_ccc_ehub_ret_company_name,custentity_ccc_ehub_ret_country,custentity_ccc_ehub_ret_first_name,custentity_ccc_ehub_ret_last_name,custentity_ccc_ehub_ret_phone,custentity_ccc_ehub_ret_state,custentity_ccc_ehub_ret_zip,custentity_ccc_ehub_shipping_markup_perc,custentity_ccc_include_in_dunning,custentity_ccc_multiple_email_addresses,custentity_ccc_pct_accrual_pricing,custentity_ccc_pct_accrual_spoilage,custentity_ccc_sales_channel_suite_conne,custentity_ccc_se_ltl_contact_email,custentity_ccc_se_ltl_contact_name,custentity_ccc_se_ltl_contact_phone_numb,custentity_ccc_send_edi_sps_asn,custentity_ccc_ship_with_ccs,custentity_ccc_ship_with_ehub,custentity_ccc_sps_configreq,custentity_ccc_uploaded_from_nurished,custentity_department,custentity_mancini_customer,custentity_naw_trans_need_approval,custentity_packship_customer_packinstruc,custentity_revenue_recognition,custentity_rfs_customer_labelgroup,custentity_rfs_edi_customer,custentity_rfs_edi_print_asn,custentity_rfs_edi_print_ucc,custentity_shipping_days_to_customer,custentity_shopify_cust_type,custentity_sps_accept_tp_uom,custentity_sps_enable_if_to_inv_sourcing,custentity_sps_enable_invoice_workflow,custentity_sps_item_case_conversion,custentity_sps_lot_exp_flag,custentity_sps_lot_man_pack_qtys,custentity_sps_package_data_source,custentity_sps_sscc_ext_digit,custentity_sps_tp_price_accept,custentity_wmsse_asn_required,custentitymanual_fulfil_auth,custentitypromomashaccess,custpartnerrolesforsearch,dateclosed,dateconversion,datecreated,dategrosslead,datelead,dateprospect,daysoverduesearch,defaultallocationstrategy,defaultbankaccount,defaultbillingaddress,defaultorderpriority,defaultshippingaddress,depositbalancesearch,duplicate,email,emailpreference,emailtransactions,enddate,entityid,entitynumber,entitystatus,entitytitle,estimatedbudget,externalid,fax,faxtransactions,firstname,firstorderdate,firstsaledate,firstsaleperiod,fullname,giveaccess,globalsubscriptionstatus,groupinvoices,homephone,id,isautogeneratedrepresentingentity,isbudgetapproved,isexplicitconversion,isinactive,isjob,isperson,language,lastmodifieddate,lastname,lastorderdate,lastsaledate,lastsaleperiod,leadsource,middlename,mobilephone,negativenumberformat,numberformat,oncredithold,overduebalancesearch,parent,phone,prefccprocessor,pricelevel,printoncheckas,printtransactions,probability,receivablesaccount,reminderdays,representingsubsidiary,resalenumber,salesreadiness,salesrep,salutation,searchstage,shipcomplete,shippingcarrier,shippingitem,startdate,taxable,taxitem,terms,territory,thirdpartyacct,thirdpartycarrier,thirdpartycountry,thirdpartyzipcode,title,toplevelparent,unbilledorderssearch,unsubscribe,url,vatregnumber,custentity_bb_lead_time
NULL,CONSUMER,NULL,WL PETREY WHOLESALE CO INC,NULL,6192,NULL,NULL,NULL,NULL,1,NULL,WL PETREY WHOLESALE CO INC,6192,0,0,0,-3715.2,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0806393 WL PETREY WHOLESALE CO INC,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,KRAMSEY@PETREY.COM,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,34:43.0,NULL,34:42.0,NULL,NULL,NULL,0,NULL,NULL,435256,NULL,435256,0,F,accounts.payable@petrey.com,PDF,T,NULL,C0806393,806393,13,C0806393 WL PETREY WHOLESALE CO INC,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,81,C0806393 WL PETREY WHOLESALE CO INC,F,2,F,NULL,929506,F,F,NULL,F,F,F,en_US,03:00.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(205) 588-7068,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,929506,-3715.2,T,NULL,210000001,21
NULL,CONSUMER,NULL,"EBY-BROWN COMPANY, LLC",(630) 536-3802,0,NULL,NULL,NULL,NULL,1,NULL,"EBY-BROWN COMPANY, LLC",0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,"C0806379 EBY-BROWN COMPANY, LLC",F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,06:01.0,NULL,06:01.0,NULL,NULL,NULL,0,NULL,NULL,420459,NULL,420459,0,F,eby-accountspayable@pfgc.com,PDF,F,NULL,C0806379,806379,13,"C0806379 EBY-BROWN COMPANY, LLC",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,76,"C0806379 EBY-BROWN COMPANY, LLC",F,2,F,NULL,928490,F,F,NULL,T,F,F,en_US,52:43.0,NULL,00:00.0,00:00.0,81,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(630) 536-3814,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,T,95735,2,NULL,NULL,NULL,NULL,NULL,NULL,928490,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,TMC Biz dba Knox,NULL,0,NULL,NULL,NULL,NULL,1,NULL,TMC Biz dba Knox,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,F,C0806384 TMC Biz dba Knox,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,T,F,F,NULL,F,F,NULL,1,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,24:16.0,NULL,24:16.0,NULL,NULL,NULL,0,NULL,NULL,424105,NULL,424105,0,T,tmc.biz@yahoo.com,PDF,F,NULL,C0806384,806384,13,C0806384 TMC Biz dba Knox,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,79,C0806384 TMC Biz dba Knox,F,2,F,NULL,928777,F,F,NULL,T,F,F,en_US,58:52.0,NULL,00:00.0,00:00.0,79,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(865) 742-0294,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774451,NULL,Customer,F,nonups,NULL,NULL,T,95735,2,NULL,NULL,NULL,NULL,NULL,NULL,928777,0,T,NULL,1001264196,21
NULL,CONSUMER,NULL,Trepco Imports & Distribution LTD. Dba Trepco West Las Vegas,NULL,0,NULL,NULL,NULL,NULL,1,BUYER: JESSE LOPEZ,Trepco Imports & Distribution LTD. Dba Trepco West Las Vegas,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0806378 Trepco Imports & Distribution LTD. Dba Trepco West Las Vegas,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,54:29.0,NULL,54:29.0,NULL,NULL,NULL,0,NULL,NULL,434037,NULL,434037,0,F,VALERIE@KENNEDYWHOLESALE.COM,PDF,T,NULL,C0806378,806378,13,C0806378 Trepco Imports & Distribution LTD. Dba Trepco West Las Vegas,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,76,C0806378 Trepco Imports & Distribution LTD. Dba Trepco West Las Vegas,F,2,F,NULL,928489,F,F,NULL,F,F,F,en_US,59:35.0,NULL,00:00.0,00:00.0,85,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(909) 320-6400,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,928489,0,T,NULL,38-2277190,21
NULL,CONSUMER,NULL,Alder Foods,NULL,46529.28,NULL,NULL,NULL,NULL,1,NULL,Alder Foods,46529.28,0,0,0,116323.2,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C0986228 Alder Foods,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,T,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,36:13.0,NULL,36:13.0,NULL,NULL,NULL,0,NULL,NULL,3275743,NULL,3275743,0,F,kstonis@alderfoods.com,PDF,T,NULL,C0986228,986228,13,C0986228 Alder Foods,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,90,C0986228 Alder Foods,F,2,F,NULL,2393074,F,F,NULL,F,F,F,en_US,51:14.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(910) 459-2513,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774810,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2393074,116323.2,T,NULL,04-2913961,21
NULL,CONSUMER,NULL,"Dot Foods, Inc",NULL,2159701.1,NULL,NULL,NULL,NULL,1,send inquiries about payments to APProductTeam@dotfoods.com,"Dot Foods, Inc",2159701.1,4,0,338758.33,2333694.55,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,"C0806389 Dot Foods, Inc",F,NULL,NULL,F,T,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,APProductTeam@dotfoods.com,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,57:59.0,NULL,57:59.0,NULL,NULL,NULL,4,NULL,NULL,429925,NULL,429925,0,F,ap.invoices@DOTFOODS.com,PDF,F,NULL,C0806389,806389,13,"C0806389 Dot Foods, Inc",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,80,"C0806389 Dot Foods, Inc",F,2,F,NULL,929194,F,F,NULL,F,F,F,en_US,45:51.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,338758.33,NULL,(217) 773-4411,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,929194,2333694.55,T,NULL,37-1872672,21
NULL,CONSUMER,NULL,San Francisco Naturals,NULL,0,NULL,NULL,NULL,NULL,1,NULL,San Francisco Naturals,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,5,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0782540 San Francisco Naturals,F,NULL,NULL,T,F,F,NULL,228,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,F,NULL,13:44.0,NULL,13:44.0,NULL,NULL,NULL,0,NULL,NULL,284691,NULL,284691,0,F,fady@sfnaturals.net,PDF,F,NULL,C0782540,782540,13,C0782540 San Francisco Naturals,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C0782540 San Francisco Naturals,F,2,F,NULL,856416,F,F,NULL,T,F,F,en_US,55:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(650) 892-5564,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774809,NULL,Customer,F,nonups,NULL,NULL,F,-8,2,NULL,NULL,NULL,NULL,NULL,NULL,856416,0,T,NULL,47-1763830,21
NULL,CONSUMER,NULL,"Nurished Enterprises, LLC",NULL,0,NULL,NULL,NULL,NULL,1,NULL,"Nurished Enterprises, LLC",0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,11,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,"C1019593 Nurished Enterprises, LLC",F,NULL,NULL,F,F,F,NULL,234,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,T,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,14:54.0,NULL,14:54.0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,F,chase@nurished.com,PDF,F,NULL,C1019593,1019593,13,"C1019593 Nurished Enterprises, LLC",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,90,"C1019593 Nurished Enterprises, LLC",F,2,F,NULL,2700407,F,F,NULL,F,F,F,en_US,52:51.0,NULL,00:00.0,00:00.0,90,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774810,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2700407,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,UNFI : UNFI West,NULL,131314.13,NULL,NULL,NULL,NULL,1,AP related correspondence: UNFInaturalresearch@unfi.com,UNFI West,538217.91,71,0,192838.14,590821.87,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C0761150:2 UNFI West,F,NULL,NULL,F,T,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,T,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,41:27.0,NULL,41:27.0,NULL,NULL,NULL,0,NULL,NULL,918267,NULL,NULL,0,T,unfiapinvoices@unfi.com,PDF,F,NULL,C0761150:2,2,13,C0761150:2 UNFI West,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,89,C0761150 UNFI : C0761150:2 UNFI West,F,2,F,NULL,1247551,F,F,NULL,F,F,F,en_US,12:28.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,T,0,773128,(801) 692-6933,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,773128,474140.97,T,NULL,50376157,21
NULL,CONSUMER,NULL,United Natural Foods Supervalu,NULL,54441.16,NULL,NULL,NULL,NULL,1,ALL Invoice & AP related questions: UNFInaturalresearch@unfi.com,United Natural Foods Supervalu,54441.16,0,0,0,161321.76,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C0863627 United Natural Foods Supervalu,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,44:16.0,NULL,44:16.0,NULL,NULL,NULL,0,NULL,NULL,2594880,NULL,NULL,0,T,unfiapinvoices@unfi.com,PDF,F,NULL,C0863627,863627,13,C0863627 United Natural Foods Supervalu,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,83,C0863627 United Natural Foods Supervalu,F,2,F,NULL,1247552,F,F,NULL,F,F,F,en_US,13:20.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(801) 367-6905,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,1247552,161321.76,T,NULL,50376157,21
NULL,CONSUMER,NULL,Jungle Jim's,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Jungle Jim's,0,0,0,0,40867.2,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0806383 Jungle Jim's,F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,ap@junglejims.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,57:54.0,NULL,57:54.0,NULL,NULL,NULL,0,NULL,NULL,423697,NULL,423697,0,F,bduvall@junglejims.com,PDF,T,NULL,C0806383,806383,13,C0806383 Jungle Jim's,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,81,C0806383 Jungle Jim's,F,2,F,NULL,928775,F,F,NULL,F,F,F,en_US,47:11.0,NULL,00:00.0,00:00.0,127,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(513) 674-6000,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,928775,40867.2,T,NULL,31-0955124,21
NULL,CONSUMER,NULL,"Core-Mark International, Inc. : Core-Mark International, Inc. - Denver",NULL,0,NULL,NULL,NULL,NULL,1,NULL,"Core-Mark International, Inc. - Denver",343158.4,32,0,26342.4,-206371200,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,"C0761193 Core-Mark International, Inc. - Denver",F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,T,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,56:48.0,NULL,56:48.0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,27002,0,T,invoices.USA@pfgc.com,PDF,T,NULL,C0761193,761193,13,"C0761193 Core-Mark International, Inc. - Denver",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,66,"C0761137 Core-Mark International, Inc. : C0761193 Core-Mark International, Inc. - Denver",F,2,F,NULL,774701,F,F,NULL,F,F,F,en_US,49:46.0,NULL,00:00.0,00:00.0,111,NULL,NULL,NULL,NULL,NULL,F,0,772895,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,772895,0,T,NULL,742354997,21
NULL,CONSUMER,NULL,Meijer,NULL,190762.32,NULL,NULL,NULL,NULL,1,Additional contact for Deduction or invoicing issues nleese@shankmanandassociates.com  jill.bunce@sasinc.com  mbraxmaier@shankmanandassociates.com,Meijer,190762.32,4,0,25324.88,214752.7,NULL,NULL,NULL,AUTO,NULL,8,1,T,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,522ALLBUILTBRAN,NULL,NULL,F,C0885559 Meijer,F,NULL,NULL,F,T,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,"jill.bunce@sasinc.com,mbraxmaier@shankmanandassociates.com",NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,T,F,NULL,NULL,T,F,F,T,NULL,16:06.0,NULL,16:06.0,NULL,NULL,NULL,4,NULL,NULL,1189227,NULL,NULL,0,F,bkidd@shankmanandassociates.com,PDF,F,NULL,C0885559,885559,13,C0885559 Meijer,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,83,C0885559 Meijer,F,2,F,NULL,1426766,F,F,NULL,F,F,F,en_US,01:07.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,25324.88,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,1426766,214752.7,T,NULL,38-1274536,21
NULL,CONSUMER,NULL,Marketing - Bars Sold,NULL,0,NULL,NULL,NULL,NULL,1,Use for Promotional Programs where product is expected to be sold.,Marketing - Bars Sold,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,6,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1031828 Marketing - Bars Sold,F,NULL,NULL,F,F,F,NULL,229,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,T,F,F,35,F,F,NULL,1,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,F,NULL,54:59.0,NULL,54:59.0,NULL,NULL,NULL,0,NULL,NULL,5089538,NULL,5089538,0,F,NULL,PDF,F,NULL,C1031828,1031828,13,C1031828 Marketing - Bars Sold,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C1031828 Marketing - Bars Sold,F,2,F,NULL,2822439,F,F,NULL,F,F,F,en_US,24:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(385) 287-8434,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,773625,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2822439,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,Marianas Roots Intl. LLC DBA KNC International,(671) 479-5614,0,NULL,NULL,NULL,NULL,1,NULL,Marianas Roots Intl. LLC DBA KNC International,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,5,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0782541 Marianas Roots Intl. LLC DBA KNC International,F,NULL,NULL,T,F,F,NULL,228,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,F,NULL,17:17.0,NULL,17:17.0,NULL,NULL,NULL,0,NULL,NULL,284792,NULL,284792,0,F,bizdevelopment@pariguam.com,PDF,F,NULL,C0782541,782541,13,C0782541 Marianas Roots Intl. LLC DBA KNC International,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C0782541 Marianas Roots Intl. LLC DBA KNC International,F,2,F,NULL,856417,F,F,NULL,T,F,F,en_US,49:20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(671) 688-7026,NULL,2,NULL,F,1,-10,NULL,NULL,NULL,NULL,774809,NULL,Customer,F,nonups,NULL,NULL,F,-8,2,NULL,NULL,NULL,NULL,NULL,NULL,856417,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,Market Basket (Demoulas Super markets Inc),NULL,76285.44,NULL,NULL,NULL,NULL,1,NULL,Market Basket (Demoulas Super markets Inc),76285.44,0,0,0,55728,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1361485 Market Basket (Demoulas Super markets Inc),F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,21:31.0,NULL,21:31.0,NULL,NULL,NULL,0,NULL,NULL,9286298,NULL,NULL,0,F,lcorkum@demoulasmarketbasket.com,DEFAULT,T,NULL,C1361485,1361485,13,C1361485 Market Basket (Demoulas Super markets Inc),NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,106,C1361485 Market Basket (Demoulas Super markets Inc),F,2,F,NULL,5811802,F,F,NULL,F,F,F,en_US,49:41.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(978) 640-8394,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,5811802,55728,T,NULL,NULL,21
